"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.0235167510808054,0.00743074570273407,3.16479018682508,0.00155460794531235
"z_kids",-0.161980811535946,0.00763840835791103,-21.2060947708018,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000145814051387982
