"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.015850056634421,0.0073180379045026,2.16588884086934,0.0303331529286941
"z_income",0.227190946721826,0.00704895626321532,32.230437846155,1.90226997404926e-221
