"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",48.6992061459683,0.0992644577797613,490.600636272225,0
"income_k",0.03991456766301,0.00123841220691862,32.2304378461549,1.90226997405436e-221
